! Fractional density (n(X)/nH)
!             1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18             19             20             21             22             23             24
       Redshift          ctime           Trad             Tn             nb             nH             e-              H             He              D             H2             HD             D2             H+             D+            He+            H2+            HD+            D2+           HeH+            H3+           H2D+           HD2+            D3+             H-
  5.145064E+002  1.227208E+006  1.402287E+003  1.400879E+003  2.822324E+001  2.613202E+001  4.729392E-004  9.995271E-001  8.000000E-002  2.528840E-005  2.009058E-011  1.119241E-015  0.000000E+000  4.729276E-004  1.160355E-008  7.103154E-020  1.981782E-016  0.000000E+000  0.000000E+000  3.878911E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.239724E-020
  4.860155E+002  1.349929E+006  1.324635E+003  1.320855E+003  2.378947E+001  2.202678E+001  4.499443E-004  9.995501E-001  8.000000E-002  2.528898E-005  4.941042E-011  2.773665E-015  0.000000E+000  4.499333E-004  1.101886E-008  6.974258E-020  5.859542E-016  0.000000E+000  0.000000E+000  7.762859E-020  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.559031E-020
  4.591644E+002  1.484922E+006  1.251453E+003  1.245085E+003  2.006038E+001  1.857399E+001  4.299473E-004  9.995701E-001  8.000000E-002  2.528949E-005  1.329528E-010  7.515672E-015  0.000000E+000  4.299368E-004  1.050831E-008  6.859909E-020  1.878781E-015  0.000000E+000  0.000000E+000  1.645004E-019  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.009704E-020
  4.334508E+002  1.633414E+006  1.181370E+003  1.172150E+003  1.687539E+001  1.562499E+001  4.121395E-004  9.995879E-001  8.000000E-002  2.528995E-005  3.989955E-010  2.269635E-014  0.000000E+000  4.121295E-004  1.005145E-008  6.756275E-020  6.690440E-015  0.000000E+000  0.000000E+000  3.750779E-019  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.669675E-020
  4.090984E+002  1.796755E+006  1.114998E+003  1.102685E+003  1.418789E+001  1.313662E+001  3.963512E-004  9.996037E-001  8.000000E-002  2.529036E-005  1.324580E-009  7.574860E-014  0.000000E+000  3.963416E-004  9.644087E-009  6.662959E-020  2.617282E-014  0.000000E+000  0.000000E+000  9.164692E-019  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  3.649314E-020
  3.857217E+002  1.976431E+006  1.051285E+003  1.035592E+003  1.189205E+001  1.101090E+001  3.820777E-004  9.996179E-001  8.000000E-002  2.529073E-005  4.927859E-009  2.832806E-013  0.000000E+000  3.820685E-004  9.273328E-009  6.577438E-020  1.127801E-013  0.000000E+000  0.000000E+000  2.443255E-018  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.166126E-020
  3.639938E+002  2.174074E+006  9.920651E+002  9.728189E+002  9.993472E+000  9.252998E+000  3.695091E-004  9.996305E-001  8.000000E-002  2.529105E-005  1.866458E-008  1.084869E-012  0.000000E+000  3.695002E-004  8.944286E-009  6.501238E-020  4.530293E-013  0.000000E+000  0.000000E+000  6.908488E-018  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  7.500241E-020
  3.432870E+002  2.391481E+006  9.356287E+002  9.125825E+002  8.383134E+000  7.761980E+000  3.580978E-004  9.996418E-001  8.000000E-002  2.529135E-005  5.989336E-008  3.608318E-012  0.000000E+000  3.580892E-004  8.642818E-009  6.431350E-020  1.165447E-012  0.000000E+000  0.000000E+000  2.126364E-017  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.128468E-019
  3.236451E+002  2.630629E+006  8.820948E+002  8.550316E+002  7.024925E+000  6.504408E+000  3.477379E-004  9.996520E-001  8.000000E-002  2.529163E-005  1.255368E-007  7.993816E-012  0.000000E+000  3.477295E-004  8.366207E-009  6.367348E-020  1.472356E-012  0.000000E+000  0.000000E+000  7.042222E-017  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.760637E-019
  3.050449E+002  2.893692E+006  8.313998E+002  8.001292E+002  5.882007E+000  5.446176E+000  3.383067E-004  9.996613E-001  8.000000E-002  2.529188E-005  1.886700E-007  1.260394E-011  0.000000E+000  3.382986E-004  8.111268E-009  6.308658E-020  1.362583E-012  0.000000E+000  0.000000E+000  2.399975E-016  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.853146E-019
  2.874388E+002  3.183061E+006  7.834146E+002  7.477748E+002  4.921196E+000  4.556558E+000  3.296891E-004  9.996698E-001  8.000000E-002  2.529211E-005  2.405386E-007  1.674265E-011  0.000000E+000  3.296812E-004  7.874972E-009  6.254708E-020  1.190105E-012  0.000000E+000  0.000000E+000  7.231293E-016  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.813245E-019
  2.707080E+002  3.501368E+006  7.378146E+002  6.976579E+002  4.110906E+000  3.806306E+000  3.217534E-004  9.996777E-001  8.000000E-002  2.529233E-005  2.822013E-007  2.043435E-011  0.000000E+000  3.217458E-004  7.653745E-009  6.204788E-020  1.030719E-012  0.000000E+000  0.000000E+000  1.472924E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  8.496359E-019
  2.549640E+002  3.851504E+006  6.949044E+002  6.501654E+002  3.434558E+000  3.180073E+000  3.144902E-004  9.996849E-001  8.000000E-002  2.529253E-005  3.152023E-007  2.375973E-011  0.000000E+000  3.144828E-004  7.447373E-009  6.158931E-020  8.914602E-013  0.000000E+000  0.000000E+000  1.948183E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.565098E-018
  2.400542E+002  4.236655E+006  6.542678E+002  6.048959E+002  2.866569E+000  2.654169E+000  3.077765E-004  9.996915E-001  8.000000E-002  2.529272E-005  3.414619E-007  2.685360E-011  0.000000E+000  3.077692E-004  7.252407E-009  6.116435E-020  7.694722E-013  0.000000E+000  0.000000E+000  2.130842E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  3.028962E-018
  2.260149E+002  4.660320E+006  6.160037E+002  5.620211E+002  2.392465E+000  2.215194E+000  3.015853E-004  9.996977E-001  8.000000E-002  2.529290E-005  3.622012E-007  2.979956E-011  0.000000E+000  3.015782E-004  7.068093E-009  6.077187E-020  6.634237E-013  0.000000E+000  0.000000E+000  2.224080E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  6.155043E-018
  2.128577E+002  5.126352E+006  5.801436E+002  5.216440E+002  1.998491E+000  1.850412E+000  2.958844E-004  9.997034E-001  8.000000E-002  2.529307E-005  3.784893E-007  3.267646E-011  0.000000E+000  2.958775E-004  6.893548E-009  6.041027E-020  5.717113E-013  0.000000E+000  0.000000E+000  2.304485E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.312013E-017
  2.003365E+002  5.638987E+006  5.460171E+002  4.830739E+002  1.666152E+000  1.542697E+000  2.905378E-004  9.997087E-001  8.000000E-002  2.529324E-005  3.914559E-007  3.561552E-011  0.000000E+000  2.905311E-004  6.724588E-009  6.007128E-020  4.912252E-013  0.000000E+000  0.000000E+000  2.390321E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.979033E-017
  1.884700E+002  6.202886E+006  5.136751E+002  4.464301E+002  1.387271E+000  1.284481E+000  2.855303E-004  9.997137E-001  8.000000E-002  2.529340E-005  4.017047E-007  3.869226E-011  0.000000E+000  2.855237E-004  6.560588E-009  5.975419E-020  4.209836E-013  0.000000E+000  0.000000E+000  2.484928E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  7.219384E-017
  1.773194E+002  6.823175E+006  4.832842E+002  4.119633E+002  1.155323E+000  1.069719E+000  2.808671E-004  9.997183E-001  8.000000E-002  2.529356E-005  4.097224E-007  4.196705E-011  0.000000E+000  2.808607E-004  6.401657E-009  5.945953E-020  3.602798E-013  0.000000E+000  0.000000E+000  2.588695E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.861310E-016
  1.668922E+002  7.505492E+006  4.548648E+002  3.797551E+002  9.632579E-001  8.918849E-001  2.765339E-004  9.997226E-001  8.000000E-002  2.529371E-005  4.159676E-007  4.550673E-011  0.000000E+000  2.765276E-004  6.247353E-009  5.918651E-020  3.081267E-013  0.000000E+000  0.000000E+000  2.701793E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.097017E-016
  1.569445E+002  8.256041E+006  4.277524E+002  3.491054E+002  8.010747E-001  7.417188E-001  2.724155E-004  9.997267E-001  8.000000E-002  2.529386E-005  4.209474E-007  4.947789E-011  0.000000E+000  2.724094E-004  6.093447E-009  5.892799E-020  2.625034E-013  0.000000E+000  0.000000E+000  2.827500E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.520678E-015
  1.475456E+002  9.081646E+006  4.021356E+002  3.202765E+002  6.656001E-001  6.162822E-001  2.685295E-004  9.997306E-001  8.000000E-002  2.529401E-005  4.249571E-007  5.395526E-011  0.000000E+000  2.685235E-004  5.940310E-009  5.868515E-020  2.230842E-013  0.000000E+000  0.000000E+000  2.965979E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.926504E-015
  1.388552E+002  9.989810E+006  3.784499E+002  2.937939E+002  5.547801E-001  5.136734E-001  2.649327E-004  9.997342E-001  8.000000E-002  2.529415E-005  4.284069E-007  5.894256E-011  0.000000E+000  2.649269E-004  5.790258E-009  5.846153E-020  1.898079E-013  0.000000E+000  0.000000E+000  3.115063E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.694196E-014
  1.305486E+002  1.098879E+007  3.558103E+002  2.686983E+002  4.610535E-001  4.268915E-001  2.614835E-004  9.997377E-001  8.000000E-002  2.529430E-005  4.325177E-007  6.475503E-011  0.000000E+000  2.614778E-004  5.637300E-009  5.824833E-020  1.608325E-013  0.000000E+000  0.000000E+000  3.280948E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  6.466064E-014
  1.227552E+002  1.208767E+007  3.345694E+002  2.454073E+002  3.833136E-001  3.549118E-001  2.582296E-004  9.997409E-001  8.000000E-002  2.529445E-005  4.410285E-007  7.159025E-011  0.000000E+000  2.582241E-004  5.483251E-009  5.804850E-020  1.361446E-013  0.000000E+000  0.000000E+000  3.462336E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.668644E-013
  1.153897E+002  1.329644E+007  3.144947E+002  2.236816E+002  3.183725E-001  2.947826E-001  2.551309E-004  9.997439E-001  8.000000E-002  2.529459E-005  4.694552E-007  8.034811E-011  0.000000E+000  2.551256E-004  5.326054E-009  5.785958E-020  1.150133E-013  0.000000E+000  0.000000E+000  3.662241E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.154340E-012
  1.084853E+002  1.462608E+007  2.956768E+002  2.036265E+002  2.645741E-001  2.449704E-001  2.521974E-004  9.997467E-001  8.000000E-002  2.529474E-005  5.714643E-007  9.380365E-011  0.000000E+000  2.521923E-004  5.166091E-009  5.768216E-020  9.712431E-014  0.000000E+000  0.000000E+000  3.880899E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.182390E-012
  1.019356E+002  1.608869E+007  2.778255E+002  1.849347E+002  2.194886E-001  2.032256E-001  2.493805E-004  9.997490E-001  8.000000E-002  2.529488E-005  8.216663E-007  1.187613E-010  0.000000E+000  2.493755E-004  5.000532E-009  5.751333E-020  8.184546E-014  0.000000E+000  0.000000E+000  4.123221E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  8.160158E-012
  9.581458E+001  1.769756E+007  2.611427E+002  1.678096E+002  1.822757E-001  1.687701E-001  2.467118E-004  9.997510E-001  8.000000E-002  2.529501E-005  1.142950E-006  1.590901E-010  0.000000E+000  2.467070E-004  4.831034E-009  5.735486E-020  6.902839E-014  0.000000E+000  0.000000E+000  4.388152E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  8.910460E-012
  9.006415E+001  1.946731E+007  2.454699E+002  1.520695E+002  1.513874E-001  1.401704E-001  2.441674E-004  9.997530E-001  8.000000E-002  2.529513E-005  1.436475E-006  2.115081E-010  0.000000E+000  2.441628E-004  4.656084E-009  5.720515E-020  5.824676E-014  0.000000E+000  0.000000E+000  4.679584E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  8.190582E-012
  8.463566E+001  2.141405E+007  2.306745E+002  1.375633E+002  1.256302E-001  1.163217E-001  2.417261E-004  9.997549E-001  8.000000E-002  2.529525E-005  1.684471E-006  2.715331E-010  0.000000E+000  2.417217E-004  4.474129E-009  5.706287E-020  4.916109E-014  0.000000E+000  0.000000E+000  5.002302E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  7.316823E-012
  7.951202E+001  2.355545E+007  2.167100E+002  1.242255E+002  1.041675E-001  9.644927E-002  2.393804E-004  9.997568E-001  8.000000E-002  2.529538E-005  1.891128E-006  3.356904E-010  0.000000E+000  2.393761E-004  4.284496E-009  5.692753E-020  4.153181E-014  0.000000E+000  0.000000E+000  5.360465E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  6.509693E-012
  7.467543E+001  2.591099E+007  2.035279E+002  1.119863E+002  8.629126E-002  7.989760E-002  2.371226E-004  9.997588E-001  8.000000E-002  2.529551E-005  2.062866E-006  4.013810E-010  0.000000E+000  2.371185E-004  4.086547E-009  5.679862E-020  3.514648E-014  0.000000E+000  0.000000E+000  5.759118E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.787095E-012
  7.017007E+001  2.850209E+007  1.912485E+002  1.009243E+002  7.159611E-002  6.629127E-002  2.349752E-004  9.997606E-001  8.000000E-002  2.529565E-005  2.203600E-006  4.655855E-010  0.000000E+000  2.349713E-004  3.882664E-009  5.667735E-020  2.988679E-014  0.000000E+000  0.000000E+000  6.197841E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.151647E-012
  6.592292E+001  3.135230E+007  1.796729E+002  9.082379E+001  5.936669E-002  5.496798E-002  2.329057E-004  9.997625E-001  8.000000E-002  2.529580E-005  2.320266E-006  5.273060E-010  0.000000E+000  2.329020E-004  3.670394E-009  5.656180E-020  2.551285E-014  0.000000E+000  0.000000E+000  6.687499E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.587058E-012
  6.194158E+001  3.448753E+007  1.688218E+002  8.166895E+001  4.924706E-002  4.559816E-002  2.309199E-004  9.997643E-001  8.000000E-002  2.529596E-005  2.416364E-006  5.848059E-010  0.000000E+000  2.309164E-004  3.451026E-009  5.645221E-020  2.190560E-014  0.000000E+000  0.000000E+000  7.232558E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.089009E-012
  5.810253E+001  3.793629E+007  1.583585E+002  7.315137E+001  4.064608E-002  3.763446E-002  2.289569E-004  9.997661E-001  8.000000E-002  2.529614E-005  2.497607E-006  6.385807E-010  0.000000E+000  2.289537E-004  3.218247E-009  5.634519E-020  1.885758E-014  0.000000E+000  0.000000E+000  7.860068E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  3.638098E-012
  5.463936E+001  4.172992E+007  1.489196E+002  6.574776E+001  3.380262E-002  3.129806E-002  2.271399E-004  9.997677E-001  8.000000E-002  2.529633E-005  2.561867E-006  6.846069E-010  0.000000E+000  2.271369E-004  2.988244E-009  5.624736E-020  1.645156E-014  0.000000E+000  0.000000E+000  8.537545E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  3.256642E-012
  5.130393E+001  4.590291E+007  1.398289E+002  5.888496E+001  2.798242E-002  2.590910E-002  2.253428E-004  9.997694E-001  8.000000E-002  2.529653E-005  2.616166E-006  7.258462E-010  0.000000E+000  2.253400E-004  2.747058E-009  5.615181E-020  1.442451E-014  0.000000E+000  0.000000E+000  9.320518E-015  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.912471E-012
  4.821007E+001  5.049320E+007  1.313965E+002  5.276826E+001  2.321917E-002  2.149878E-002  2.236289E-004  9.997711E-001  8.000000E-002  2.529673E-005  2.660290E-006  7.607670E-010  0.000000E+000  2.236263E-004  2.504933E-009  5.606187E-020  1.278221E-014  0.000000E+000  0.000000E+000  1.019681E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.614047E-012
  4.522805E+001  5.554252E+007  1.232691E+002  4.711226E+001  1.917154E-002  1.775105E-002  2.219285E-004  9.997727E-001  8.000000E-002  2.529695E-005  2.697497E-006  7.909465E-010  0.000000E+000  2.219263E-004  2.254244E-009  5.597383E-020  1.140009E-014  0.000000E+000  0.000000E+000  1.122239E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.345813E-012
  4.251272E+001  6.109677E+007  1.158684E+002  4.217719E+001  1.592172E-002  1.474202E-002  2.203335E-004  9.997742E-001  8.000000E-002  2.529717E-005  2.727125E-006  8.151859E-010  0.000000E+000  2.203315E-004  2.011385E-009  5.589237E-020  1.029823E-014  0.000000E+000  0.000000E+000  1.236195E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  2.118536E-012
  3.986658E+001  6.720645E+007  1.086564E+002  3.757461E+001  1.312986E-002  1.215703E-002  2.187309E-004  9.997758E-001  8.000000E-002  2.529740E-005  2.752354E-006  8.356743E-010  0.000000E+000  2.187291E-004  1.762374E-009  5.581165E-020  9.353267E-015  0.000000E+000  0.000000E+000  1.372642E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.913042E-012
  3.747910E+001  7.392709E+007  1.021493E+002  3.360472E+001  1.090940E-002  1.010109E-002  2.172388E-004  9.997772E-001  8.000000E-002  2.529762E-005  2.772234E-006  8.514375E-010  0.000000E+000  2.172373E-004  1.529050E-009  5.573755E-020  8.596120E-015  0.000000E+000  0.000000E+000  1.524847E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.741611E-012
  3.517334E+001  8.131980E+007  9.586494E+001  2.994199E+001  9.017251E-003  8.349132E-003  2.157511E-004  9.997787E-001  8.000000E-002  2.529784E-005  2.789008E-006  8.642026E-010  0.000000E+000  2.157498E-004  1.298583E-009  5.566472E-020  7.937007E-015  0.000000E+000  0.000000E+000  1.707692E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.589122E-012
  3.302470E+001  8.945178E+007  9.000884E+001  2.668604E+001  7.463631E-003  6.910626E-003  2.143184E-004  9.997801E-001  8.000000E-002  2.529804E-005  2.802639E-006  8.739627E-010  0.000000E+000  2.143173E-004  1.082663E-009  5.559560E-020  7.373232E-015  0.000000E+000  0.000000E+000  1.921788E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.459148E-012
  3.100436E+001  9.839696E+007  8.450238E+001  2.376766E+001  6.175918E-003  5.718324E-003  2.129253E-004  9.997814E-001  8.000000E-002  2.529824E-005  2.813813E-006  8.813342E-010  0.000000E+000  2.129244E-004  8.825753E-010  5.552938E-020  6.873859E-015  0.000000E+000  0.000000E+000  2.176804E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.348265E-012
  2.913074E+001  1.082367E+008  7.939585E+001  2.118924E+001  5.122572E-003  4.743024E-003  2.115888E-004  9.997828E-001  8.000000E-002  2.529841E-005  2.822848E-006  8.867003E-010  0.000000E+000  2.115881E-004  7.037638E-010  5.546679E-020  6.424560E-015  0.000000E+000  0.000000E+000  2.478812E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.256027E-012
  2.734339E+001  1.190603E+008  7.452442E+001  1.884777E+001  4.236338E-003  3.922453E-003  2.102690E-004  9.997841E-001  8.000000E-002  2.529857E-005  2.830358E-006  8.906108E-010  0.000000E+000  2.102685E-004  5.435595E-010  5.540591E-020  5.995520E-015  0.000000E+000  0.000000E+000  2.850692E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.178497E-012
  2.568486E+001  1.309664E+008  7.000409E+001  1.678121E+001  3.511277E-003  3.251114E-003  2.090005E-004  9.997853E-001  8.000000E-002  2.529870E-005  2.836422E-006  8.932981E-010  0.000000E+000  2.090001E-004  4.079754E-010  5.534829E-020  5.584660E-015  0.000000E+000  0.000000E+000  3.301291E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.116866E-012
  2.411109E+001  1.440630E+008  6.571478E+001  1.491720E+001  2.904584E-003  2.689374E-003  2.077532E-004  9.997866E-001  8.000000E-002  2.529881E-005  2.841425E-006  8.951240E-010  0.000000E+000  2.077529E-004  2.944540E-010  5.529250E-020  5.173227E-015  0.000000E+000  0.000000E+000  3.866340E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.069046E-012
  2.262709E+001  1.584693E+008  6.167012E+001  1.324807E+001  2.400597E-003  2.222729E-003  2.065333E-004  9.997878E-001  8.000000E-002  2.529890E-005  2.845519E-006  8.963068E-010  0.000000E+000  2.065331E-004  2.036036E-010  5.523878E-020  4.754201E-015  0.000000E+000  0.000000E+000  4.581304E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.035351E-012
  2.122592E+001  1.743162E+008  5.785125E+001  1.175282E+001  1.981678E-003  1.834848E-003  2.053381E-004  9.997890E-001  8.000000E-002  2.529897E-005  2.848865E-006  8.970395E-010  0.000000E+000  2.053379E-004  1.339654E-010  5.518699E-020  4.322880E-015  0.000000E+000  0.000000E+000  5.501588E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.016136E-012
  1.995168E+001  1.917478E+008  5.437831E+001  1.046252E+001  1.645780E-003  1.523839E-003  2.042100E-004  9.997901E-001  8.000000E-002  2.529902E-005  2.851499E-006  8.974576E-010  0.000000E+000  2.042099E-004  8.486382E-011  5.513888E-020  3.894012E-015  0.000000E+000  0.000000E+000  6.654599E-014  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  1.012244E-012
